Delacorte Press,B-ORG,0
Delta,B-LOC,1
Bantam Dell [SEP],B-ORG,3
"A Division of Random House , Inc",B-ORG,4
New York,B-LOC,5
New York [SEP],B-LOC,5
Diana Gabaldon,B-PER,7
Barbara Schnell,B-PER,8
Library of Congress,B-ORG,9
##alog,I-MISC,9
Delta,B-ORG,11
"Random House , Inc",B-ORG,11
"Random House , Inc",B-ORG,11
##B,I-ORG,13
Dragon,B-MISC,17
##fly,I-ORG,17
Amber,B-LOC,17
Barbara Schnell,B-PER,76
Claire,B-PER,76
Claire,B-PER,76
Barbara Schnell,B-PER,77
Claire,B-PER,77
Claire,B-PER,78
Craigh na Dun,B-LOC,78
Inverness,B-ORG,85
Roger Wakefield,B-PER,1
Roger Wakefield,B-PER,1
Roger Wakefield,B-PER,1
Victorian,B-MISC,1
Roger Wakefield,B-PER,2
Reginald Wakefield,B-PER,3
Roger,B-PER,4
Morris,B-MISC,4
Minor,I-ORG,4
Oxford,B-LOC,4
Morris Minor,B-PER,4
Morris Minor,B-PER,4
Morris Minor,B-PER,4
Morris Minor,B-PER,4
Morris Minor,B-PER,4
Morris Minor,B-PER,4
Oxfam,B-ORG,4
Morris Minor,B-ORG,4
Oxfam,B-ORG,4
Morris Minor,B-PER,4
Morris Minor,B-PER,4
History,B-ORG,4
Oxford,B-LOC,4
Morris Minor,B-PER,4
Morris Minor,B-ORG,4
Morris Minor,B-PER,4
Morris Minor,B-PER,4
Morris Minor,B-PER,4
Jacobite,B-MISC,4
Inc,B-ORG,5
##ation of Tailors,I-ORG,5
Canon,B-LOC,5
##gate,I-ORG,5
Edinburgh,B-LOC,5
Morris Minor,B-PER,5
Morris Minor,B-PER,5
Morris Minor,B-PER,5
Morris Minor,B-PER,5
Morris Minor,B-PER,5
Morris Minor,B-PER,6
Morris Minor,B-PER,6
Roger,B-PER,6
Roger,B-PER,6
World War II,B-MISC,6
Blitz,B-MISC,6
Channel,B-LOC,6
Roger,B-PER,6
Roger,B-PER,6
Roger,B-PER,7
Old Testament,B-MISC,7
God,B-PER,7
Roger,B-PER,7
Roger,B-PER,8
Roger,B-PER,9
Claire,B-PER,10
Roger,B-PER,10
Roger,B-PER,10
Roger,B-PER,11
Roger,B-PER,11
Roger,B-PER,11
Roger,B-PER,11
Roger,B-PER,11
Roger,B-PER,12
Roger,B-PER,12
Roger,B-PER,12
Roger,B-PER,12
Claire Randall,B-PER,12
Claire,B-PER,12
Claire,B-PER,12
Claire Randall,B-PER,12
Claire Randall,B-PER,12
Claire Randall,B-PER,13
Claire Randall,B-PER,13
Claire Randall,B-PER,13
Claire,B-PER,15
Claire Randall Heart,B-PER,15
Oxford,B-LOC,16
Claire Randall,B-PER,16
Claire,B-PER,17
Claire Randall,B-PER,17
Claire,B-PER,17
Claire Randall,B-PER,18
American,B-MISC,18
Claire,B-PER,19
Claire,B-PER,19
Roger Wakefield,B-PER,19
Brian,B-PER,19
Brianna Randall,B-PER,20
Roger,B-PER,20
Roger,B-PER,20
Roger,B-PER,20
Roger,B-PER,21
Roger,B-PER,21
Roger,B-PER,21
Roger,B-PER,21
Roger,B-PER,21
Roger,B-PER,21
Roger,B-PER,21
Roger,B-PER,21
Roger,B-PER,21
Roger,B-PER,21
Roger,B-PER,21
Roger,B-PER,21
Claire,B-PER,23
Claire,B-PER,23
Claire,B-PER,23
Claire,B-PER,23
Boston,B-LOC,24
Claire,B-PER,24
Roger,B-PER,24
Roger,B-PER,24
Claire,B-PER,24
Roger,B-PER,25
Roger,B-PER,25
Roger,B-PER,25
Roger,B-PER,26
London,B-LOC,26
Claire,B-PER,26
Roger,B-PER,26
Roger,B-PER,26
Bree,B-PER,26
Bree,B-PER,26
Bree,B-PER,26
English,B-MISC,26
Claire,B-PER,26
Roger,B-PER,27
Brianna,B-PER,27
Roger,B-PER,27
English,B-MISC,27
Roger,B-PER,27
Roger,B-PER,27
America,B-LOC,28
Brian,B-PER,28
Mother,B-PER,28
Daddy,B-PER,28
English,B-MISC,28
Claire,B-PER,30
Claire,B-PER,30
Claire,B-PER,30
Frank Randall,B-PER,30
Frank Randall,B-PER,31
Roger,B-PER,31
Roger,B-PER,31
Brian,B-PER,31
Claire,B-PER,31
Brian,B-PER,31
Frank Randall,B-PER,32
Frank Randall,B-PER,32
Jacobite,B-MISC,32
Frank Randall,B-PER,32
Inverness,B-LOC,33
Roger,B-PER,33
Roger,B-PER,33
Culloden,B-LOC,33
Brian,B-PER,34
Brian,B-PER,34
Loch Ness,B-LOC,35
Claire,B-PER,35
Fort William,B-LOC,35
Inverness,B-LOC,35
Claire,B-PER,35
Roger,B-PER,36
Roger,B-PER,36
Roger,B-PER,36
Randall,B-PER,36
Fort William,B-LOC,36
Claire,B-PER,37
Roger,B-PER,37
Roger,B-PER,37
Roger,B-PER,38
Claire,B-PER,38
Roger,B-PER,38
Highlands,B-LOC,38
Claire,B-PER,39
Roger,B-PER,39
Roger,B-PER,39
Roger,B-PER,39
Brianna,B-PER,39
Roger,B-PER,39
Roger,B-PER,40
Roger,B-PER,40
Brian,B-PER,41
Brian,B-PER,41
Wakefield,B-PER,41
” Wakefield,B-PER,41
Roger,B-PER,42
Claire,B-PER,43
Claire,B-PER,43
Claire,B-PER,43
Claire,B-PER,43
Claire,B-PER,43
Claire,B-PER,43
Claire,B-PER,43
Roger,B-PER,43
Roger,B-PER,43
Jacobites,B-MISC,43
Bonnie,B-PER,43
Prince Charlie,I-MISC,43
Roger,B-PER,44
Jacob,B-MISC,44
Roger,B-PER,44
Claire,B-PER,44
C,B-PER,44
##ull,B-LOC,44
##ode,I-ORG,44
Roger,B-PER,44
Roger,B-PER,44
Brian,B-PER,44
Bonnie,B-PER,44
Cumberland,B-LOC,44
Claire,B-PER,45
Claire,B-PER,45
Roger,B-PER,46
Roger,B-PER,46
C,B-LOC,46
Roger,B-PER,47
Culloden,B-LOC,47
Roger,B-PER,47
Claire,B-PER,47
Claire,B-PER,47
Roger,B-PER,48
Roger,B-PER,48
Roger,B-PER,48
Highland,B-MISC,48
Prince Charles,B-PER,48
Culloden Field,B-LOC,48
Prince Charles,B-PER,48
Prince Charles,B-PER,48
Claire,B-PER,49
Brianna,B-PER,49
Claire,B-PER,49
Brian,B-PER,49
Brian,B-PER,49
Brian,B-PER,49
Brian,B-PER,49
Culloden Field,B-LOC,49
Scottish Highlanders,B-MISC,49
Brian,B-PER,50
Brian,B-PER,50
Roger,B-PER,50
Jacobean,B-MISC,50
Highland,B-MISC,50
Claire,B-PER,51
Roger Claire,B-PER,51
Culloden,B-LOC,51
Broch Mordha,B-LOC,51
Roger,B-PER,52
Claire Randall,B-PER,53
Claire Randall,B-PER,53
Claire Randall,B-PER,53
Roger,B-PER,54
Roger,B-PER,54
Claire,B-PER,54
Roger,B-PER,54
Roger,B-PER,54
Claire,B-PER,54
Claire,B-PER,54
Roger,B-PER,54
Roger,B-PER,55
Brian,B-PER,55
Roger,B-PER,55
Glen,B-PER,55
##fi,I-LOC,55
Claire,B-PER,55
Roger,B-PER,56
Roger,B-PER,56
Roger,B-PER,56
Roger,B-PER,56
Fraser,B-PER,56
Claire,B-PER,57
Claire,B-PER,57
Highland,B-LOC,57
Broch Tuarach,B-LOC,57
Lallybroch,B-LOC,57
B,B-LOC,57
Tuarach,I-LOC,57
Fraser,B-PER,57
Fraser,B-PER,57
Lo,B-PER,57
Rising,B-MISC,57
Lo,B-PER,57
Battle of,B-MISC,57
Prestonpans,B-LOC,57
Lo,B-PER,57
Culloden,B-LOC,57
Lo,B-PER,58
Bonnie Prince Charlie,B-PER,58
Scotland,B-LOC,58
