"Random House , Inc",B-ORG,0
"Random House , Inc",B-ORG,0
##B,I-ORG,1
Echo in the Bone [SEP],I-MISC,6
Waters,I-MISC,0
Wilmington,B-LOC,0
North Carolina,B-LOC,0
William,B-PER,2
Na,B-MISC,3
Na,B-PER,5
William,B-PER,6
MacKenzie,B-PER,6
MacKenzie,B-PER,6
MacKenzie,B-PER,6
MacKenzie,B-PER,6
Je,B-PER,7
Mr,B-PER,7
MacKenzie,I-PER,7
William,B-PER,7
Mr,B-PER,8
MacKenzie,I-PER,8
MacKenzie,B-PER,8
MacKenzie,B-PER,8
MacKenzie,B-PER,10
MacKenzie,B-PER,10
MacKenzie,B-PER,10
MacKenzie,B-PER,11
MacKenzie,B-PER,11
Ranso,B-PER,11
Elle,B-LOC,11
##sm,I-PER,11
Claire,B-PER,11
William,B-PER,11
William,B-PER,12
William,B-PER,12
William William,B-PER,12
William,B-PER,12
William,B-PER,12
MacKenzie,B-PER,12
MacKenzie,B-PER,12
MacKenzie,B-PER,13
MacKenzie,B-PER,13
William,B-PER,13
William,B-PER,13
William,B-PER,13
William,B-PER,13
William,B-PER,13
Claire,B-PER,13
William,B-PER,13
William,B-PER,13
William,B-PER,13
William,B-PER,14
Claire,B-PER,16
William,B-PER,16
Le,B-PER,16
William,B-PER,17
MacKenzie,B-PER,17
MacKenzie,B-PER,17
Mr,B-PER,17
MacKenzie,I-PER,17
MacKenzie,B-PER,17
MacKenzie,B-PER,18
William,B-PER,18
William,B-PER,19
Je,B-PER,21
Je,B-PER,22
Je,B-PER,23
William,B-PER,23
Mr,B-PER,26
MacKenzie,I-PER,26
MacKenzie,B-PER,26
MacKenzie,B-PER,26
Gran,B-PER,27
Mr,B-PER,28
MacKenzie,I-PER,28
MacKenzie,B-PER,28
Je,B-PER,29
Je,B-PER,29
Mr,B-PER,30
MacKenzie,I-PER,30
MacKenzie,B-PER,31
William,B-PER,31
William,B-PER,31
“ O,B-PER,32
William,B-PER,32
Harry Dobson,B-PER,32
Colin Osborn,B-PER,32
Wilmington,B-LOC,32
Colin Osborn,B-PER,32
Dobson,B-PER,33
MacKenzie,I-PER,34
Dobson,B-PER,35
Claire,B-PER,35
William,B-PER,36
William,B-PER,36
Osborn,B-PER,37
O,B-PER,38
Do,I-PER,38
Dobby,B-PER,39
Claire,B-PER,39
Dobson,B-PER,39
Osborn,B-PER,39
O,B-PER,40
William,B-PER,40
William,B-PER,40
Claire,B-PER,40
” Osborn,B-PER,41
Dobson,B-PER,41
William,B-PER,41
William,B-PER,41
Osborn,B-PER,41
Osborn,B-PER,41
Dobson,B-PER,41
Cutter,I-PER,42
Cutter,I-PER,42
Cutter,I-PER,42
Cutter,I-PER,42
Cutter,I-PER,42
God,B-PER,42
Dobson,B-PER,42
William Ransom,B-PER,43
Ellesmere,B-LOC,43
Earl,B-PER,43
O,B-PER,43
##born,I-PER,43
Dobson,B-PER,43
Cutter,B-PER,44
Cutter,B-PER,44
Cut,B-PER,44
William,B-PER,44
Cutter,B-PER,45
O,B-PER,46
##born,I-PER,46
Dobson,B-PER,46
Ransom,B-PER,46
Governor ’ s Palace,B-LOC,47
Colson,B-PER,47
Colson,B-PER,47
Peter,B-PER,47
Peter Packer,B-PER,48
Cut,B-PER,48
William,B-PER,48
Peter,B-PER,48
Cutter,B-PER,49
John Grey,B-PER,49
John Grey,B-PER,49
William,B-PER,49
William,B-PER,49
Cut,B-PER,50
William,B-PER,50
William,B-PER,50
William William,B-PER,50
Claire,B-PER,50
John,B-PER,50
William,B-PER,50
“,B-PER,51
Lord John,B-PER,51
William,B-PER,51
William,B-PER,51
Claire,B-PER,51
Aloysius Cutter,B-PER,51
Aloysius Cutter Dobson,B-PER,51
William,B-PER,51
William,B-PER,51
William,B-PER,52
William,B-PER,52
William,B-PER,52
Claire,B-PER,52
William,B-PER,52
John,B-PER,52
Sergeant Cutter,B-PER,52
Plains of Abraham,B-LOC,52
Wolfe,B-PER,52
Dobson,B-PER,53
Dobson,B-PER,54
William,B-PER,54
William,B-PER,54
Os,B-PER,55
Os,B-PER,55
Willie,B-PER,55
Dobson,B-PER,56
Osborn,B-PER,58
Dobson,B-PER,58
Dobson,B-PER,58
John,B-PER,58
Will Dobson,B-PER,59
Claire,B-PER,59
William,B-PER,59
Lord John,B-PER,59
William,B-PER,59
O,B-PER,59
##born,I-ORG,59
Dobson,B-PER,59
Dobson,B-PER,59
William,B-PER,59
William,B-PER,59
Lord John,B-PER,59
Peter,B-PER,59
Peter,B-PER,59
Peter,B-PER,59
Cutter,I-PER,59
Dobby,B-PER,59
O,B-PER,59
Osborn,B-PER,60
MacKenzie,B-PER,60
John,B-PER,60
MacKenzie,B-PER,60
MacKenzie,B-PER,60
MacKenzie,B-PER,60
MacKenzie,B-PER,60
Willie,B-PER,61
Willie,B-PER,61
Willie,B-PER,61
Willie,B-PER,61
Willie,B-PER,61
Willie,B-PER,61
Willie,B-PER,61
Willie,B-PER,61
Willie,B-PER,62
Willie,B-PER,62
Willie,B-PER,63
James Fraser,B-PER,63
James Fraser,B-PER,63
James Fraser,B-PER,63
William,B-PER,64
William,B-PER,64
William,B-PER,65
English,B-MISC,65
William,B-PER,65
Mr,B-PER,65
Fraser,I-PER,65
Fraser,B-PER,65
Fraser,B-PER,65
Fraser,B-PER,65
John,B-PER,65
William,B-PER,65
