Dragon,B-MISC,0
##fly,I-ORG,0
Amber,B-LOC,0
Voyager,B-ORG,1
Fiery Cross [SEP],B-MISC,3
Ashes,I-MISC,4
Echo in the Bone [SEP],I-MISC,5
Heart,I-MISC,6
s,I-MISC,6
##LA,I-ORG,9
Delta Book,I-MISC,10
Delacorte Press,B-ORG,12
Delta,B-LOC,13
Bantam Dell [SEP],B-ORG,15
"A Division of Random House , Inc",B-ORG,16
New York,B-LOC,17
New York [SEP],B-LOC,17
Diana Gabaldon,B-PER,19
Barbara Schnell,B-PER,20
Library of Congress,B-ORG,21
##alog,I-MISC,21
Delta,B-ORG,23
"Random House , Inc",B-ORG,23
"Random House , Inc",B-ORG,23
##B,I-ORG,25
Outlander [SEP],B-MISC,29
##ve,I-MISC,83
Diana Gabaldon,B-PER,83
’,I-ORG,84
s Guide,I-MISC,84
Inverness,B-LOC,90
Baird,I-PER,1
Highland,B-MISC,1
Baird Baird,B-PER,1
Frank,B-PER,1
Frank,B-PER,1
Frank,B-PER,1
Baird,I-PER,1
Baird,B-PER,1
Claire,B-PER,1
Randall,I-PER,2
Claire,B-PER,2
Claire,B-PER,2
Baird,I-PER,4
Claire,B-PER,4
Frank,B-PER,4
Claire,B-PER,4
Frank,B-PER,4
Royal Army,B-ORG,4
Claire,B-PER,4
Claire,B-PER,5
Frank,B-PER,5
Baird,I-PER,5
Scottish Highlands,B-LOC,6
Frank,B-PER,6
Frank,B-PER,6
Claire,B-PER,7
Frank,B-PER,7
Brighton,B-LOC,7
Frank,B-PER,7
Highlands,B-LOC,7
Frank,B-PER,7
Oxford,B-LOC,7
Scotland,B-LOC,7
Britain,B-LOC,7
Claire,B-PER,8
Frank,B-PER,8
Frank,B-PER,8
Highlands,B-LOC,8
Frank,B-PER,8
Scotland,B-LOC,8
Scotland,B-LOC,8
Frank,B-PER,9
Claire,B-PER,9
Frank,B-PER,9
Frank,B-PER,10
Frank,B-PER,10
Hoover,B-MISC,10
Frank,B-PER,10
Claire,B-PER,10
Frank,B-PER,11
Frank,B-PER,11
Frank,B-PER,11
Frank,B-PER,12
Claire,B-PER,12
Claire,B-PER,13
La,B-ORG,14
##bones,I-ORG,14
Frank,B-PER,15
Highlands,B-LOC,15
Frank,B-PER,15
Frank,B-PER,15
Claire,B-PER,16
Little Frank Jr,B-PER,16
Claire,B-PER,17
Frank,B-PER,17
Highland,B-MISC,17
Frank,B-PER,18
Baird,B-PER,19
Claire,B-PER,19
Baird,B-PER,19
Reginald Wakefield,B-PER,19
Frank,B-PER,19
Frank,B-PER,19
Frank,B-PER,20
Claire,B-PER,20
Risings,B-MISC,20
Claire,B-PER,20
Willy,B-PER,20
Walter,B-PER,20
Jonathan,B-PER,21
Frank,B-PER,21
Claire,B-PER,21
Randall,B-PER,21
Randall,B-PER,21
Jonathan Wolverton Randall,B-PER,22
Wolvert,B-PER,22
Sussex,B-LOC,22
Wolvert,B-PER,22
Black Jack,B-PER,22
Black Jack,B-PER,22
Black Jack,B-PER,22
Claire,B-PER,22
Frank,B-PER,22
Frank,B-PER,22
Co,B-PER,22
##in May,B-PER,22
Co,B-PER,22
May Co,B-PER,22
May,B-PER,22
Co,B-PER,22
##in May,B-PER,22
Claire,B-PER,22
Co,B-PER,22
May,I-PER,22
Jack Randall,B-PER,22
Sand,B-LOC,22
##ringham,I-ORG,22
Jacobite Rising,B-MISC,22
Sandring,B-LOC,22
##ham,I-ORG,22
Sandring,B-LOC,22
##ham,I-ORG,22
Duke,B-PER,22
Sandringham,B-LOC,22
Bonnie Prince Charlie,B-PER,22
Scots,B-MISC,23
Bonnie Prince Charlie,B-PER,23
Claire,B-PER,23
Bonnie Prince Charlie,B-PER,23
Bonnie Prince Charlie,B-PER,23
Sa,B-MISC,23
##ach,I-MISC,23
Frank,B-PER,24
English,B-MISC,24
Frank,B-PER,24
Frank,B-PER,24
Claire,B-PER,24
Frank,B-PER,25
Frank,B-PER,25
Claire,B-PER,25
Frank,B-PER,25
Claire,B-PER,25
Frank,B-PER,25
Highland,B-MISC,25
Claire,B-PER,27
Gaelic,B-MISC,27
Gael,B-ORG,28
Frank,B-PER,29
Scots,B-MISC,29
Claire,B-PER,30
Frank,B-PER,30
Claire,B-PER,30
St . Giles College,B-ORG,30
Claire,B-PER,32
Baird,I-PER,32
Baird,B-PER,32
Claire,B-PER,33
Baird,B-PER,33
Baird,B-PER,33
L ’ Heure Bleu,B-MISC,33
Claire,B-PER,35
Pembroke Hospital,B-LOC,35
France,B-LOC,35
Baird,B-PER,35
Claire,B-PER,35
